Tidspunkt,Luftfuktighet (%),pressure,temperature_aht20,temperature_bmp280,tvoc
2025-03-10 08:00:00+00:00,37.63037,100.2985,16.10298,15.76536,0.0
2025-03-10 09:00:00+00:00,37.55283,100.2929,16.6975,16.36897,0.0
2025-03-10 11:00:00+00:00,38.69734,100.2975,17.38396,17.05375,0.0
2025-03-10 12:00:00+00:00,38.49192,100.3145,17.34562,17.01784,0.0
2025-03-10 13:00:00+00:00,38.40256,100.3242,17.37518,17.0254,0.0
2025-03-10 14:00:00+00:00,38.12027,100.3201,17.18216,16.85658,0.0
2025-03-10 15:00:00+00:00,37.54835,100.2997,16.9714,16.63861,0.0
2025-03-10 16:00:00+00:00,37.1315,100.3121,16.66908,16.33053,0.0
2025-03-10 17:00:00+00:00,36.9319,100.3305,16.30802,15.9588,0.0
2025-03-10 18:00:00+00:00,35.74009,100.3388,16.3969,16.03441,0.0
2025-03-10 19:00:00+00:00,35.27031,100.3382,16.68873,16.3677,0.0
2025-03-10 20:00:00+00:00,35.86931,100.3856,16.68015,16.33747,0.0
2025-03-10 21:00:00+00:00,36.11364,100.3895,16.5617,16.20579,0.0
2025-03-10 22:00:00+00:00,36.64017,100.4072,16.46957,16.10561,0.0
2025-03-10 23:00:00+00:00,36.35454,100.4244,16.47816,16.14404,0.0
2025-03-11 00:00:00+00:00,36.57303,100.406,16.36238,16.01866,0.0
2025-03-11 01:00:00+00:00,36.40289,100.3832,16.2569,15.91281,0.0
2025-03-11 02:00:00+00:00,36.50465,100.3474,16.08601,15.75339,0.0
2025-03-11 03:00:00+00:00,36.44505,100.2929,15.90786,15.57255,0.0
2025-03-11 04:00:00+00:00,36.40871,100.2484,15.95554,15.59145,0.0
2025-03-11 05:00:00+00:00,36.36637,100.2033,15.87086,15.50638,0.0
2025-03-11 06:00:00+00:00,32.28455,100.187,15.8205,15.44147,0.0
2025-03-11 07:00:00+00:00,34.02424,100.1565,15.70415,15.29527,0.0
2025-03-11 08:00:00+00:00,35.31818,100.1639,15.67478,15.29212,0.0
2025-03-11 09:00:00+00:00,35.53934,100.1559,15.92655,15.54167,0.0
2025-03-11 10:00:00+00:00,31.30655,100.1336,16.38813,15.99976,0.0
2025-03-11 11:00:00+00:00,31.50301,100.1068,16.43009,16.04827,0.0
2025-03-11 12:00:00+00:00,33.37975,100.0817,16.55502,16.21272,0.0
2025-03-11 13:00:00+00:00,32.52831,100.0313,16.4238,16.09301,0.0
2025-03-11 14:00:00+00:00,32.3348,99.96562,16.44955,16.08167,0.0
2025-03-11 15:00:00+00:00,33.29773,99.92923,16.8045,16.44457,0.0
2025-03-11 16:00:00+00:00,31.44693,99.91328,16.41884,16.05268,0.0
2025-03-11 17:00:00+00:00,31.95314,99.91142,16.51917,16.14782,0.0
2025-03-11 18:00:00+00:00,32.42617,99.89821,16.5617,16.19319,0.0
2025-03-11 19:00:00+00:00,32.81517,99.91821,16.45241,16.09679,0.0
2025-03-11 20:00:00+00:00,33.07886,99.91862,16.45546,16.11821,0.0
2025-03-11 21:00:00+00:00,33.21552,99.91528,16.53862,16.1894,0.0
2025-03-11 22:00:00+00:00,33.02116,99.89641,16.62636,16.27824,0.0
2025-03-11 23:00:00+00:00,32.85627,99.884,16.59489,16.23855,0.0
2025-03-12 00:00:00+00:00,33.34112,99.87929,16.66946,16.31982,0.0
2025-03-12 01:00:00+00:00,33.33158,99.84933,16.78772,16.41559,0.0
2025-03-12 02:00:00+00:00,33.06265,99.84865,16.63761,16.32927,0.0
2025-03-12 03:00:00+00:00,33.34923,99.83883,16.94736,16.6216,0.0
2025-03-12 04:00:00+00:00,32.85284,99.85485,17.03186,16.68649,0.0
2025-03-12 05:00:00+00:00,32.96957,99.85066,16.71772,16.38408,0.0
2025-03-12 06:00:00+00:00,28.07293,99.88258,15.58113,15.16609,0.0
2025-03-12 07:00:00+00:00,28.74174,99.93402,15.55176,15.12701,0.0
2025-03-12 08:00:00+00:00,31.91204,99.9512,15.72762,15.3501,0.0
2025-03-12 09:00:00+00:00,30.13086,99.95819,16.84093,16.53151,0.0
2025-03-12 10:00:00+00:00,28.10869,99.96089,17.28935,16.95863,0.0
2025-03-12 11:00:00+00:00,34.8484,99.97057,17.88292,17.49215,1.0
